time,flux
1354.4449049053082,0.99932444
1354.4462937686203,0.99927336
1354.4476826318737,0.99942523
1354.4490714951858,0.9996881
1354.4504603584983,1.0001706
1354.4518492218108,0.9987229
1354.4532380851224,1.0005603
1354.4546269484345,1.0003788
1354.456015811746,0.99990195
1354.4574046751168,0.99867624
1354.4587935384288,0.9997628
1354.4601824017982,0.9992559
1354.4615712651107,0.99845076
1354.4629601284814,0.9997741
1354.4643489918521,1.0003667
1354.465737855222,0.9999637
1354.4671267185913,0.9996895
1354.4685155819623,1.0004556
1354.4699044453914,0.9996466
1354.4712933087612,1.000385
1354.4726821721897,1.0006932
1354.4740710355595,0.99898475
1354.4754598989884,0.9988793
1354.4768487624174,0.9995123
1354.478237625845,1.0011146
1354.4796264892734,0.9999204
1354.4810153527023,0.9996647
1354.4824042161313,0.99921083
1354.4837930796175,0.99999106
1354.485181943045,0.9991311
1354.4865708065322,1.0002909
1354.4879596699611,0.9992752
1354.4893485334483,0.9998585
1354.490737396935,0.9990219
1354.4921262604207,1.0007157
1354.4935151239079,1.0001645
1354.494903987395,0.9995727
1354.4962928508812,0.99863213
1354.497681714426,0.9998704
1354.4990705779123,1.001128
1354.500459441458,1.0006865
1354.5018483050035,0.99881864
1354.5032371684892,0.9997061
1354.5046260320337,1.0009067
1354.506014895579,0.9997748
1354.5074037591244,0.9985379
1354.508792622728,1.0001838
1354.510181486272,1.0003828
1354.5115703498168,0.99921864
1354.5129592134203,0.99879664
1354.5143480769648,0.9997318
1354.5157369405679,1.0007373
1354.5171258041705,0.99893266
1354.518514667774,0.9989767
1354.5199035313776,0.9981959
1354.5212923949807,1.0016978
1354.5226812585834,1.0001397
1354.5240701221865,1.0000591
1354.5254589858482,0.9986611
1354.5268478494518,0.99964815
1354.5282367131122,0.99907476
1354.529625576715,1.000191
1354.531014440377,0.99951774
1354.5324033040379,1.0000088
1354.5337921676996,0.99924916
1354.535181031361,0.99911034
1354.5365698950218,0.9997539
1354.5379587587418,0.9992031
1354.539347622403,1.0003105
1354.5407364860648,0.9991819
1354.5421253497839,0.999894
1354.5435142135034,0.9987833
1354.5449030771651,0.9997347
1354.5462919408842,0.9998023
1354.5476808046037,0.99948376
1354.5490696683228,1.000431
1354.5504585320423,1.0005757
1354.5518473958205,0.9986516
1354.5532362595404,0.9991774
1354.5546251232595,0.9994007
1354.5560139870372,0.99991226
1354.5574028507563,0.9995805
1354.5587917145344,0.99854803
1354.5601805783122,0.9998573
1354.5615694420896,1.0000036
1354.562958305868,0.9995605
1354.5643471696453,0.9983989
1354.5657360334235,1.0001441
1354.5671248972012,0.9995696
1354.5685137610362,0.99947816
1354.5699026248144,0.999307
1354.5712914886508,0.9995094
1354.572680352428,0.99987453
1354.574069216264,0.99913114
1354.5754580800995,0.99993
1354.5768469439358,1.0004884
1354.5782358077722,1.000583
1354.5796246716081,0.9991378
1354.5810135354436,1.0000758
1354.5824023992795,1.000081
1354.5837912631741,1.0002292
1354.5851801270105,1.0000304
1354.5865689909037,0.99797744
1354.5879578547392,0.9992885
1354.5893467186338,1.0003039
1354.5907355825286,0.99981266
1354.5921244464225,0.9994209
1354.5935133103158,0.99933356
1354.5949021742103,0.9997567
1354.596291038105,1.0001599
1354.5976799020577,0.9996138
1354.5990687659519,0.9996073
1354.600457629845,0.9984957
1354.601846493798,0.99850744
1354.6032353577507,0.9979028
1354.604624221644,0.9999273
1354.6060130855958,0.99849784
1354.6074019495486,0.99907285
1354.6087908135014,0.99947053
1354.6101796774542,0.9999698
1354.6115685414056,0.99973685
1354.6129574054162,0.99858224
1354.614346269369,0.99975264
1354.6157351333218,0.9997853
1354.6171239973319,1.0002683
1354.6185128613415,0.9998007
1354.6199017252943,0.99965537
1354.6212905893055,1.0003784
1354.6226794533159,1.0001698
1354.6240683173264,1.0004506
1354.6254571813365,1.0005286
1354.6268460453475,1.0008255
1354.6282349093585,1.0008742
1354.6296237734273,1.0002948
1354.6310126374374,0.99928784
1354.6324015015061,1.0003079
1354.6337903655171,0.99951786
1354.6351792295864,1.0004423
1354.6365680936542,0.99937934
1354.6379569576643,0.99964786
1354.6393458217335,0.9986817
1354.6407346858023,1.000958
1354.6421235499297,0.99934554
1354.643512413998,0.9994933
1354.6449012780668,0.9979808
1354.646290142136,0.99960077
1354.6476790062625,0.99883825
1354.6490678703312,1.0001479
1354.6504567344577,1.0000479
1354.6518455985854,0.9994416
1354.6532344626548,0.9994308
1354.6546233267813,1.0005707
1354.6560121909083,0.9995454
1354.6574010550348,0.99924344
1354.6587899191618,1.0006361
1354.6601787833474,0.99911594
1354.6615676474748,1.0005238
1354.6629565116014,0.9991249
1354.6643453757865,1.0004624
1354.665734239913,0.9997792
1354.6671231040987,0.99904555
1354.6685119682256,1.0001619
1354.6699008324103,0.9990996
1354.671289696596,0.9992739
1354.6726785607812,1.0001705
1354.6740674249668,0.9994027
1354.6754562891515,0.99982727
1354.6768451533358,0.9996369
1354.6782340175796,0.9986279
1354.6796228817652,0.9995123
1354.6810117459504,0.9997514
1354.6824006101933,0.9999341
1354.6837894744367,0.9996529
1354.6851783386223,0.99917495
1354.6865672028662,0.9993307
1354.6879560671086,0.9995138
1354.689344931352,1.0002695
1354.6907337955959,1.0002606
1354.6921226598397,0.99764717
1354.6935115240826,0.9987388
1354.694900388325,0.99924266
1354.6962892526271,1.0002279
1354.697678116871,0.9993007
1354.6990669811148,0.99939406
1354.7004558454164,0.99896514
1354.701844709717,0.99903125
1354.703233573961,0.9999762
1354.704622438263,0.99978507
1354.706011302564,1.0007417
1354.7074001668657,0.99899167
1354.7087890311668,1.0008147
1354.7101778954689,0.99906737
1354.711566759771,0.99898505
1354.7129556241298,0.99991864
1354.7143444884314,0.99997985
1354.7157333527334,1.000425
1354.7171222170937,0.99976444
1354.718511081454,0.9983891
1354.7198999457546,0.9989308
1354.7212888101144,1.0001316
1354.7226776744747,0.998516
1354.724066538834,1.0010267
1354.7254554031938,1.00029
1354.7268442675531,0.999951
1354.7282331319134,0.99977195
1354.7296219962736,0.99921244
1354.7310108606334,0.9988234
1354.732399725051,1.0000788
1354.7337885894108,0.99986255
1354.7351774538292,0.99972373
1354.7365663181895,0.9976853
1354.737955182607,1.0016966
1354.739344047025,1.000436
1354.7407329113844,0.9995278
1354.7421217758024,0.99881256
1354.7435106402208,0.99995255
1354.7448995046386,0.9992158
1354.7462883690564,0.99993646
1354.747677233533,0.9989992
1354.749066097951,0.99955374
1354.7504549623695,1.0010643
1354.7518438268453,1.0016762
1354.7532326912633,0.9988845
1354.75462155574,0.99991316
1354.7560104201575,0.99951947
1354.7573992846337,0.9996769
1354.7587881491095,0.9987568
1354.7601770135857,0.99988693
1354.7615658780624,0.9997903
1354.762954742539,1.0003073
1354.7643436070148,0.99981076
1354.765732471491,1.0011827
1354.7671213359667,1.000347
1354.7685102005016,0.9999293
1354.7698990649783,0.9994413
1354.7712879294545,0.9990882
1354.7726767939885,1.0013005
1354.7740656585229,0.9994562
1354.7754545229996,1.0002196
1354.776843387534,1.0010164
1354.7782322520675,1.0009513
1354.7796211166024,0.99929714
1354.7810099811372,1.0002013
1354.782398845672,0.999846
1354.783787710206,0.9995713
1354.7851765747396,0.9998459
1354.7865654392745,0.99957854
1354.7879543038675,0.9992305
1354.789343168402,0.9994022
1354.7907320329941,1.000857
1354.7921208975285,0.9996449
1354.7935097621216,0.99880195
1354.7948986266565,1.0002769
1354.7962874912482,1.0004734
1354.7976763558404,0.9995879
1354.7990652204335,1.000317
1354.8004540850266,0.99996614
1354.8018429496196,0.999656
1354.8032318142114,0.99862236
1354.804620678804,0.9998476
1354.806009543397,1.0009418
1354.8073984080484,1.0000477
1354.808787272641,0.99914145
1354.810176137291,0.9989605
1354.811565001884,0.99925184
1354.8129538665353,0.9996668
1354.8143427311275,0.9983793
1354.8157315957783,1.0002172
1354.8171204604287,0.9998993
1354.81850932508,0.9991818
1354.8198981897312,0.99929553
1354.8212870543812,0.99927485
1354.822675919032,0.9993073
1354.8240647836833,1.000254
1354.8254536483346,0.99984497
1354.826842513044,0.99986726
1354.828231377694,1.0004911
1354.8296202423444,1.0001075
1354.831009107054,0.9993285
1354.8323979717047,1.0000039
1354.8337868364142,0.99953985
1354.8351757011228,0.9999098
1354.8365645657736,1.0013883
1354.8379534304831,0.9991992
1354.8393422951922,0.9997694
1354.8407311599008,0.9999991
1354.8421200246098,0.9986422
1354.8435088893193,1.0004215
1354.844897754087,0.99947894
1354.8462866187956,1.0006572
1354.8476754835046,0.9990267
1354.8490643482132,0.99883646
1354.8504532129805,0.99933404
1354.85184207769,0.9992582
1354.8532309424568,1.0008278
1354.854619807224,1.0004512
1354.8560086719335,0.99910575
1354.8573975367003,0.9996596
1354.858786401468,0.9990431
1354.8601752662353,0.99955636
1354.861564131002,0.9998019
1354.8629529957698,0.9997681
1354.864341860537,1.0013961
1354.8657307253047,0.9976911
1354.867119590072,0.99786884
1354.8685084548965,0.9994262
1354.8698973196642,0.99974734
1354.871286184432,0.9990717
1354.872675049257,0.99983805
1354.8740639140242,0.9993979
1354.8754527788492,0.99937963
1354.876841643675,1.0014328
1354.878230508501,0.99987745
1354.8796193732683,0.9991579
1354.8810082380933,0.9999329
1354.8823971029187,1.0000274
1354.8837859677446,0.99994385
1354.8851748325696,0.9991198
1354.8865636973942,1.0011648
1354.8879525622783,1.0001068
1354.8893414271042,0.99830323
1354.8907302919301,0.9988509
1354.8921191568138,0.99836224
1354.8935080216384,0.99712753
1354.8948968865225,0.9987279
1354.8962857513484,0.9991995
1354.8976746162325,0.99833035
1354.8990634811162,0.9986405
1354.9004523459407,0.99941534
1354.9018412108248,0.99950373
1354.903230075709,0.999111
1354.9046189405917,0.9993839
1354.906007805475,0.998018
1354.907396670359,0.99865305
1354.9087855352432,0.99839675
1354.9101744001273,0.9993544
1354.9115632650683,1.0009507
1354.912952129952,1.0001965
1354.914340994836,0.99862295
1354.9157298597784,1.0005889
1354.9171187246616,1.000007
1354.9185075896025,1.0002208
1354.9198964545449,0.997942
1354.921285319429,0.99936414
1354.9226741843709,0.99919057
1354.9240630493123,0.99986726
1354.9254519142542,1.0004888
1354.9268407791965,0.999857
1354.9282296441388,0.99969923
1354.9296185090807,0.99972093
1354.931007374022,1.0000416
1354.9337851039063,1.0005769
1354.9351739689068,0.99902946
1354.9365628338478,1.000109
1354.9379516988474,0.99963534
1354.9393405637898,1.0003015
1354.9407294287898,0.99959886
1354.9421182937322,0.9981088
1354.9435071587318,1.0000367
1354.9448960237319,0.9995413
1354.9462848886742,1.0009856
1354.9476737536738,0.99966
1354.9490626186744,1.0007391
1354.9504514836744,0.999103
1354.951840348674,0.9987775
1354.9532292136746,1.0005451
1354.9546180786747,1.0011573
1354.9560069437325,0.9997376
1354.9573958087326,0.9989358
1354.9587846737325,0.99975073
1354.9601735387914,0.9990777
1354.961562403792,0.99955386
1354.9629512688498,1.0018475
1354.9643401338499,0.99832535
1354.9657289989077,0.9996387
1354.9671178639082,1.0016173
1354.9685067289665,0.9986909
1354.969895594024,0.99885887
1354.9712844590827,0.9994432
1354.9726733241414,1.0000515
1354.9740621892001,0.9996236
1354.975451054258,1.0003837
1354.9768399193154,0.9992758
1354.978228784374,1.0011296
1354.9796176494328,1.0002787
1354.9810065144916,0.99997634
1354.982395379608,0.9994447
1354.9837842446655,0.9998644
1354.9851731097242,0.99861085
1354.9865619748412,0.999293
1354.9879508399567,1.0002124
1354.9893397050148,1.0004632
1354.990728570132,1.0005671
1354.9921174351907,0.9995548
1354.9935063003077,0.9999602
1354.9948951654233,0.9988135
1354.9962840305393,1.0005803
1354.9976728956563,0.9991078
1354.9990617607732,0.99889266
1355.0004506258897,1.0012501
1355.0018394910053,0.99951327
1355.0032283561222,0.9995305
1355.0046172212392,1.0000544
1355.0060060864134,0.9995893
1355.00739495153,0.99829155
1355.008783816646,0.9994381
1355.0101726818211,0.99927247
1355.011561546938,0.9997972
1355.0129504121128,0.99998945
1355.0143392772288,0.99933136
1355.0157281424035,0.9996044
1355.0171170075787,0.99888253
1355.0185058727538,0.99878573
1355.0198947378694,1.0009913
1355.021283603044,0.9990067
1355.0226724682193,0.9986336
1355.0240613333935,0.998658
1355.0254501985687,0.9997874
1355.0268390637434,1.0000131
1355.0282279289759,1.0003893
1355.029616794151,0.998574
1355.0310056593257,0.99874926
1355.032394524501,1.0000911
1355.0337833897333,1.0002645
1355.035172254908,1.0006509
1355.0365611201414,0.99891394
1355.0379499853157,0.9996036
1355.0393388505486,0.99897903
1355.0407277157228,1.0006952
1355.0421165809557,0.9999506
1355.043505446189,0.9991125
1355.0448943114225,1.001622
1355.0462831765967,1.0001062
1355.0476720418296,0.99831414
1355.049060907062,0.9999864
1355.0504497722957,0.99973905
1355.0518386375284,1.0001576
1355.0532275027613,1.0001374
1355.0546163680528,1.0004236
1355.0560052332853,0.99967897
1355.0573940985187,0.9990933
1355.0587829637516,1.0002767
1355.0601718290418,1.0004928
1355.0615606942752,0.999213
1355.0629495595667,1.0009637
1355.0643384248,0.99824566
1355.0657272900908,0.9994461
1355.067116155381,0.9996868
1355.0685050206143,1.0003
1355.069893885906,0.99963087
1355.071282751197,0.998925
1355.0726716164877,0.9992103
1355.0740604817788,0.99959683
1355.0754493470122,1.0000644
1355.0768382123038,1.0009834
1355.0782270776522,1.0000255
1355.0796159429428,1.0002975
1355.0810048082346,0.9980023
1355.0823936735264,1.0002534
1355.083782538817,1.0005527
1355.0851714041655,1.0012861
1355.086560269457,1.0000025
1355.0879491347487,1.0002371
1355.0893380000985,1.0013534
1355.0907268653896,0.9999242
1355.092115730738,0.9991959
1355.0935045960878,0.9994375
1355.0948934613793,0.9999244
1355.0962823267282,0.9993203
1355.0976711920775,1.0001134
1355.0990600573682,1.0000411
1355.100448922718,0.99924606
1355.1018377880678,1.0004596
1355.1032266534162,0.9996867
1355.1046155187655,0.9991412
1355.1060043841153,1.0001867
1355.107393249465,1.000332
1355.108782114873,1.0002861
1355.1101709802215,0.99977326
1355.1115598455706,0.99879664
1355.1129487109206,1.000171
1355.1143375763277,1.0007094
1355.1157264416775,0.9998493
1355.117115307085,0.99932855
1355.1185041724339,0.9995183
1355.1198930378418,0.99920213
1355.1212819031912,0.9998539
1355.1226707685983,0.9995015
1355.1240596340058,1.0001273
1355.1254484993556,0.99966824
1355.1268373647636,0.9990138
1355.1282262301706,1.0008746
1355.1296150955782,0.99971116
1355.1310039609853,1.0011727
1355.1323928263928,1.0001781
1355.1337816918008,0.9995763
1355.1351705572079,0.99992675
1355.1365594226154,1.0007371
1355.1379482880234,0.9980358
1355.1393371534887,0.9994278
1355.1407260188969,0.99976283
1355.1421148843042,0.9994826
1355.14350374977,0.99969417
1355.144892615178,1.0004057
1355.1462814806432,1.0010931
1355.1476703460512,1.0001885
1355.149059211517,0.9993131
1355.1504480769236,0.9997237
1355.1518369423898,0.9997037
1355.153225807856,0.9998902
1355.1546146733212,0.9993386
1355.1560035387288,1.0000824
1355.157392404194,0.9997773
1355.1587812696603,0.99995345
1355.1601701351265,1.0010201
1355.1615590005922,1.0004582
1355.1629478660575,1.0008949
1355.1643367315232,0.99904627
1355.1657255969894,1.0009501
1355.1671144625138,1.0006413
1355.1685033279787,0.9984962
1355.169892193444,0.9990126
1355.1712810589102,1.0005708
1355.1726699244348,0.9998407
1355.1740587899003,0.9997918
1355.1754476554233,1.0000641
1355.1768365208895,0.999876
1355.178225386414,0.9992817
1355.1796142518801,1.0005697
1355.181003117404,0.99990976
1355.1823919829271,1.0000867
1355.1837808483933,1.0009648
1355.1851697139177,1.0010403
1355.1865585794412,1.0005393
1355.1879474449652,1.0002929
1355.1893363104887,0.99987316
1355.190725176013,0.9995617
1355.1921140415375,1.0007497
1355.1935029070605,1.0008305
1355.1948917725845,0.99922496
1355.1962806381089,0.99981356
1355.1976695036333,0.99806815
1355.199058369216,1.0000361
1355.200447234739,1.0005164
1355.2018361002627,0.9991424
1355.2032249658455,0.99904215
1355.204613831369,0.9996476
1355.206002696893,1.0002571
1355.2073915624746,1.0002486
1355.208780427999,0.9987794
1355.2101692935817,0.9996886
1355.2115581591638,0.9981462
1355.2129470246873,1.0003784
1355.2143358902695,1.0000565
1355.215724755852,1.0003074
1355.2171136214347,1.0013106
1355.2185024870164,1.0007743
1355.2198913525986,0.99968725
1355.221280218122,0.99923676
1355.2226690837042,0.99933136
1355.224057949345,1.0009116
1355.2254468149267,0.9996348
1355.2268356805089,0.9996093
1355.2282245460915,1.0012615
1355.2296134116732,1.0002723
1355.231002277256,1.0002282
1355.2323911428962,0.9989137
1355.233780008478,0.9989577
1355.235168874061,1.0002509
1355.2365577397009,1.0000786
1355.2379466052835,1.0001724
1355.2393354709238,0.99910206
1355.240724336505,0.9997225
1355.242113202146,0.9993748
1355.2435020677867,0.9998225
1355.2448909333684,1.0006312
1355.2462797990088,1.0008042
1355.2476686646487,0.9993899
1355.2490575302895,0.9990889
1355.2504463959303,0.9995351
1355.2518352615116,0.9999448
1355.253224127152,0.99990976
1355.2546129927928,0.9991441
1355.2560018584336,0.9986271
1355.2573907241326,1.0015528
1355.258779589772,1.0000657
1355.260168455412,0.9996877
1355.2615573210528,1.0006142
1355.2629461866939,0.9997347
1355.2643350523922,1.0001869
1355.2657239180317,1.0006517
1355.2671127836725,0.999432
1355.2685016493715,0.99931014
1355.2698905150119,0.99934024
1355.27127938071,0.9998764
1355.2726682463503,0.9986346
1355.2740571120494,0.9990234
1355.2754459776902,0.9977669
1355.2768348433879,0.998078
1355.278223709086,0.99878526
1355.2796125747268,0.9980109
1355.2810014404258,0.9985592
1355.2823903061249,0.99774873
1355.2837791718225,0.9980388
1355.285168037521,0.99855506
1355.2865569032201,0.99870044
1355.2879457689182,0.9985024
1355.2893346346173,0.9978375
1355.2907235003158,0.9980041
1355.292112366014,0.9973914
1355.2935012317132,0.99752307
1355.2948900974116,0.99878234
1355.2962789631683,0.99790394
1355.2976678288665,0.9993377
1355.2990566945655,0.9977578
1355.3004455603227,0.9983399
1355.3018344260213,1.000252
1355.3032232917194,0.99993813
1355.3046121574762,1.0003233
1355.3060010231743,0.998158
1355.3073898889315,1.0015129
1355.3087787546888,0.99984556
1355.3101676203873,0.99980646
1355.3115564861437,0.99930674
1355.3129453519005,0.99910885
1355.3143342175995,0.998456
1355.3157230833558,1.0003806
1355.3171119491126,1.0004343
1355.3185008148698,0.999215
1355.3198896806261,0.99925965
1355.3212785463834,0.9997165
1355.3226674121402,1.0003766
1355.324056277896,0.99873966
1355.3254451436533,1.0001881
1355.3268340094105,0.9995299
1355.3282228751677,0.99913204
1355.3296117409245,0.99952865
1355.3310006067386,1.0006565
1355.333778338253,0.9993329
1355.3351672040676,1.0004035
1355.3365560698244,1.0014662
1355.3379449355807,0.99924755
1355.3393338013962,1.0009781
1355.3407226671534,0.9996347
1355.3421115329675,1.00075
1355.3435003987825,0.9988605
1355.3448892645397,0.9991969
1355.3462781303551,1.0006411
1355.3476669961706,1.0003711
1355.3490558619264,1.0019761
1355.350444727741,1.0004826
1355.3518335935564,0.9993197
1355.353222459372,1.001054
1355.3546113251869,0.9999631
1355.356000191001,0.99945813
1355.3573890568164,0.99928993
1355.3587779226318,0.99983644
1355.3601667884468,1.0001836
1355.3615556542613,1.0003103
1355.3629445200763,1.0013286
1355.3643333858918,1.001438
1355.3657222517072,0.9995682
1355.3671111175213,1.000957
1355.368499983394,0.99977905
1355.3698888492095,0.99980164
1355.371277715025,0.9994185
1355.3726665808986,1.0007126
1355.3740554467126,0.99977493
1355.3754443125858,1.0001237
1355.3768331784013,0.9992715
1355.378222044274,0.99961257
1355.3796109100895,1.0006715
1355.3809997759627,1.0008134
1355.3823886417772,1.0007879
1355.3837775076508,1.0006131
1355.385166373524,1.0012331
1355.3865552393972,1.0005252
1355.3879441052118,0.99961615
1355.3893329710854,0.9982952
1355.390721836959,1.0001597
1355.3921107028323,0.99964905
1355.393499568705,0.9983793
1355.396277300451,0.9999366
1355.3976661663246,0.9988903
1355.3990550321982,1.0003031
1355.4004438980714,1.0013003
1355.4018327639442,0.99999285
1355.4032216298756,1.000112
1355.4046104957492,0.99954873
1355.405999361622,0.9996132
1355.4073882274952,0.9986934
1355.408777093427,0.999513
1355.4101659592998,0.99948835
1355.4115548252316,1.0004619
1355.4129436911048,0.9988751
1355.4143325570353,1.0013201
1355.415721422909,0.99963194
1355.4171102888408,0.9992011
1355.4184991547145,0.99943346
1355.4198880206459,0.99985605
1355.4212768865764,0.99885213
1355.42266575245,1.0001497
1355.424054618382,0.9995198
1355.4268323502442,0.99878615
1355.428221216117,1.0003355
1355.4296100820488,0.9999325
1355.4309989479807,1.0003693
1355.4323878139112,0.9986463
1355.4337766798426,1.0000113
1355.4351655457745,0.99874395
